"pwsid","category","hh_use","service","commodity_unit_price"
"NC0383030","inside",4000,"sewer",0
"NC0383030","inside",5000,"sewer",0
"NC0383030","inside",6000,"sewer",0
"NC0383030","inside",7000,"sewer",0
"NC0383030","inside",8000,"sewer",0
"NC0383030","inside",9000,"sewer",0
"NC0383030","inside",10000,"sewer",0
"NC0383030","inside",11000,"sewer",0
"NC0383030","inside",12000,"sewer",0
"NC0383030","inside",13000,"sewer",0
"NC0383030","inside",14000,"sewer",0
"NC0383030","inside",15000,"sewer",0
"NC0383030","inside",16000,"sewer",0
"NC0383030","inside",0,"water",0
"NC0383030","inside",1000,"water",0
"NC0383030","inside",2000,"water",0
"NC0383030","inside",3000,"water",1.21
"NC0383030","inside",4000,"water",1.81
"NC0383030","inside",5000,"water",2.18
"NC0383030","inside",6000,"water",2.7
"NC0383030","inside",7000,"water",3.07
"NC0383030","inside",8000,"water",3.34
"NC0383030","inside",9000,"water",3.56
"NC0383030","inside",10000,"water",3.73
"NC0383030","inside",11000,"water",3.87
"NC0383030","inside",12000,"water",3.99
"NC0383030","inside",13000,"water",4.09
"NC0383030","inside",14000,"water",4.18
"NC0383030","inside",15000,"water",4.25
"NC0383030","inside",16000,"water",4.32
"NC0383035","inside",0,"sewer",0
"NC0383035","inside",1000,"sewer",0
"NC0383035","inside",2000,"sewer",0
"NC0383035","inside",3000,"sewer",0
"NC0383035","inside",4000,"sewer",0
"NC0383035","inside",5000,"sewer",0
"NC0383035","inside",6000,"sewer",0
"NC0383035","inside",7000,"sewer",0
"NC0383035","inside",8000,"sewer",0
"NC0383035","inside",9000,"sewer",0
"NC0383035","inside",10000,"sewer",0
"NC0383035","inside",11000,"sewer",0
"NC0383035","inside",12000,"sewer",0
"NC0383035","inside",13000,"sewer",0
"NC0383035","inside",14000,"sewer",0
"NC0383035","inside",15000,"sewer",0
"NC0383035","inside",16000,"sewer",0
"NC0383035","inside",0,"water",0
"NC0383035","inside",1000,"water",0
"NC0383035","inside",2000,"water",0
"NC0383035","inside",3000,"water",1.21
"NC0383035","inside",4000,"water",1.81
"NC0383035","inside",5000,"water",2.18
"NC0383035","inside",6000,"water",2.7
"NC0383035","inside",7000,"water",3.07
"NC0383035","inside",8000,"water",3.34
"NC0383035","inside",9000,"water",3.56
"NC0383035","inside",10000,"water",3.73
"NC0383035","inside",11000,"water",3.87
"NC0383035","inside",12000,"water",3.99
"NC0383035","inside",13000,"water",4.09
"NC0383035","inside",14000,"water",4.18
"NC0383035","inside",15000,"water",4.25
"NC0383035","inside",16000,"water",4.32
"NC0392010","inside",0,"sewer",0
"NC0392010","inside",1000,"sewer",6.06
"NC0392010","inside",2000,"sewer",6.06
"NC0392010","inside",3000,"sewer",6.06
"NC0392010","inside",4000,"sewer",6.06
"NC0392010","inside",5000,"sewer",6.06
"NC0392010","inside",6000,"sewer",6.06
"NC0392010","inside",7000,"sewer",6.06
"NC0392010","inside",8000,"sewer",6.06
"NC0392010","inside",9000,"sewer",6.06
"NC0392010","inside",10000,"sewer",6.06
"NC0392010","inside",11000,"sewer",6.06
"NC0392010","inside",12000,"sewer",6.06
"NC0392010","inside",13000,"sewer",6.06
"NC0392010","inside",14000,"sewer",6.06
"NC0392010","inside",15000,"sewer",6.06
"NC0392010","inside",16000,"sewer",6.06
"NC0392010","inside",0,"water",0
"NC0392010","inside",1000,"water",3.46
"NC0392010","inside",2000,"water",3.46
"NC0392010","inside",3000,"water",3.45
"NC0392010","inside",4000,"water",4.04
"NC0392010","inside",5000,"water",4.38
"NC0392010","inside",6000,"water",4.62
"NC0392010","inside",7000,"water",4.78
"NC0392010","inside",8000,"water",5.02
"NC0392010","inside",9000,"water",5.32
"NC0392010","inside",10000,"water",5.56
"NC0392010","inside",11000,"water",5.75
"NC0392010","inside",12000,"water",5.91
"NC0392010","inside",13000,"water",6.05
"NC0392010","inside",14000,"water",6.16
"NC0392010","inside",15000,"water",6.27
"NC0392010","inside",16000,"water",6.35
"NC0392010","outside",0,"sewer",0
"NC0392010","outside",1000,"sewer",12.11
"NC0392010","outside",2000,"sewer",12.11
"NC0392010","outside",3000,"sewer",12.11
"NC0392010","outside",4000,"sewer",12.11
"NC0392010","outside",5000,"sewer",12.11
"NC0392010","outside",6000,"sewer",12.11
"NC0392010","outside",7000,"sewer",12.11
"NC0392010","outside",8000,"sewer",12.11
"NC0392010","outside",9000,"sewer",12.11
"NC0392010","outside",10000,"sewer",12.11
"NC0392010","outside",11000,"sewer",12.11
"NC0392010","outside",12000,"sewer",12.11
"NC0392010","outside",13000,"sewer",12.11
"NC0392010","outside",14000,"sewer",12.11
"NC0392010","outside",15000,"sewer",12.11
"NC0392010","outside",16000,"sewer",12.11
"NC0392010","outside",0,"water",0
"NC0392010","outside",1000,"water",6.92
"NC0392010","outside",2000,"water",6.92
"NC0392010","outside",3000,"water",6.91
"NC0392010","outside",4000,"water",8.07
"NC0392010","outside",5000,"water",8.76
"NC0392010","outside",6000,"water",9.23
"NC0392010","outside",7000,"water",9.56
"NC0392010","outside",8000,"water",10.04
"NC0392010","outside",9000,"water",10.63
"NC0392010","outside",10000,"water",11.11
"NC0392010","outside",11000,"water",11.5
"NC0392010","outside",12000,"water",11.82
"NC0392010","outside",13000,"water",12.09
"NC0392010","outside",14000,"water",12.33
"NC0392010","outside",15000,"water",12.53
"NC0392010","outside",16000,"water",12.71
"NC0392020","inside",0,"sewer",0
"NC0392020","inside",1000,"sewer",10.55
"NC0392020","inside",2000,"sewer",10.55
"NC0392020","inside",3000,"sewer",10.55
"NC0392020","inside",4000,"sewer",10.55
"NC0392020","inside",5000,"sewer",10.55
"NC0392020","inside",6000,"sewer",10.55
"NC0392020","inside",7000,"sewer",10.55
"NC0392020","inside",8000,"sewer",10.55
"NC0392020","inside",9000,"sewer",10.55
"NC0392020","inside",10000,"sewer",10.55
"NC0392020","inside",11000,"sewer",10.55
"NC0392020","inside",12000,"sewer",10.55
"NC0392020","inside",13000,"sewer",10.55
"NC0392020","inside",14000,"sewer",10.55
"NC0392020","inside",15000,"sewer",10.55
"NC0392020","inside",16000,"sewer",10.55
"NC0392020","inside",0,"water",0
"NC0392020","inside",1000,"water",4.94
"NC0392020","inside",2000,"water",4.94
"NC0392020","inside",3000,"water",4.94
"NC0392020","inside",4000,"water",4.94
"NC0392020","inside",5000,"water",4.94
"NC0392020","inside",6000,"water",5.04
"NC0392020","inside",7000,"water",5.11
"NC0392020","inside",8000,"water",5.16
"NC0392020","inside",9000,"water",5.36
"NC0392020","inside",10000,"water",5.53
"NC0392020","inside",11000,"water",5.66
"NC0392020","inside",12000,"water",5.77
"NC0392020","inside",13000,"water",5.86
"NC0392020","inside",14000,"water",5.94
"NC0392020","inside",15000,"water",6.01
"NC0392020","inside",16000,"water",6.07
"NC0392020","outside",0,"sewer",0
"NC0392020","outside",1000,"sewer",15.83
"NC0392020","outside",2000,"sewer",15.83
"NC0392020","outside",3000,"sewer",15.83
"NC0392020","outside",4000,"sewer",15.83
"NC0392020","outside",5000,"sewer",15.83
"NC0392020","outside",6000,"sewer",15.83
"NC0392020","outside",7000,"sewer",15.83
"NC0392020","outside",8000,"sewer",15.83
"NC0392020","outside",9000,"sewer",15.83
"NC0392020","outside",10000,"sewer",15.83
"NC0392020","outside",11000,"sewer",15.83
"NC0392020","outside",12000,"sewer",15.83
"NC0392020","outside",13000,"sewer",15.83
"NC0392020","outside",14000,"sewer",15.83
"NC0392020","outside",15000,"sewer",15.83
"NC0392020","outside",16000,"sewer",15.83
"NC0392020","outside",0,"water",0
"NC0392020","outside",1000,"water",7.41
"NC0392020","outside",2000,"water",7.41
"NC0392020","outside",3000,"water",7.41
"NC0392020","outside",4000,"water",7.41
"NC0392020","outside",5000,"water",7.41
"NC0392020","outside",6000,"water",7.56
"NC0392020","outside",7000,"water",7.66
"NC0392020","outside",8000,"water",7.74
"NC0392020","outside",9000,"water",8.05
"NC0392020","outside",10000,"water",8.29
"NC0392020","outside",11000,"water",8.49
"NC0392020","outside",12000,"water",8.66
"NC0392020","outside",13000,"water",8.8
"NC0392020","outside",14000,"water",8.92
"NC0392020","outside",15000,"water",9.02
"NC0392020","outside",16000,"water",9.12
"NC0392045","inside",0,"sewer",0
"NC0392045","inside",1000,"sewer",6.76
"NC0392045","inside",2000,"sewer",6.76
"NC0392045","inside",3000,"sewer",6.76
"NC0392045","inside",4000,"sewer",6.76
"NC0392045","inside",5000,"sewer",6.76
"NC0392045","inside",6000,"sewer",6.76
"NC0392045","inside",7000,"sewer",6.76
"NC0392045","inside",8000,"sewer",6.76
"NC0392045","inside",9000,"sewer",6.76
"NC0392045","inside",10000,"sewer",6.76
"NC0392045","inside",11000,"sewer",6.76
"NC0392045","inside",12000,"sewer",6.76
"NC0392045","inside",13000,"sewer",6.76
"NC0392045","inside",14000,"sewer",6.76
"NC0392045","inside",15000,"sewer",6.76
"NC0392045","inside",16000,"sewer",6.76
"NC0392045","inside",0,"water",0
"NC0392045","inside",1000,"water",4.19
"NC0392045","inside",2000,"water",4.19
"NC0392045","inside",3000,"water",4.19
"NC0392045","inside",4000,"water",4.19
"NC0392045","inside",5000,"water",4.19
"NC0392045","inside",6000,"water",4.19
"NC0392045","inside",7000,"water",4.28
"NC0392045","inside",8000,"water",4.35
"NC0392045","inside",9000,"water",4.4
"NC0392045","inside",10000,"water",4.44
"NC0392045","inside",11000,"water",4.48
"NC0392045","inside",12000,"water",4.5
"NC0392045","inside",13000,"water",4.66
"NC0392045","inside",14000,"water",4.79
"NC0392045","inside",15000,"water",4.9
"NC0392045","inside",16000,"water",5
"NC0392045","outside",0,"sewer",0
"NC0392045","outside",1000,"sewer",13.52
"NC0392045","outside",2000,"sewer",13.52
"NC0392045","outside",3000,"sewer",13.52
"NC0392045","outside",4000,"sewer",13.52
"NC0392045","outside",5000,"sewer",13.52
"NC0392045","outside",6000,"sewer",13.52
"NC0392045","outside",7000,"sewer",13.52
"NC0392045","outside",8000,"sewer",13.52
"NC0392045","outside",9000,"sewer",13.52
"NC0392045","outside",10000,"sewer",13.52
"NC0392045","outside",11000,"sewer",13.52
"NC0392045","outside",12000,"sewer",13.52
"NC0392045","outside",13000,"sewer",13.52
"NC0392045","outside",14000,"sewer",13.52
"NC0392045","outside",15000,"sewer",13.52
"NC0392045","outside",16000,"sewer",13.52
"NC0392045","outside",0,"water",0
"NC0392045","outside",1000,"water",8.38
"NC0392045","outside",2000,"water",8.38
"NC0392045","outside",3000,"water",8.38
"NC0392045","outside",4000,"water",8.38
"NC0392045","outside",5000,"water",8.38
"NC0392045","outside",6000,"water",8.38
"NC0392045","outside",7000,"water",8.56
"NC0392045","outside",8000,"water",8.69
"NC0392045","outside",9000,"water",8.8
"NC0392045","outside",10000,"water",8.88
"NC0392045","outside",11000,"water",8.95
"NC0392045","outside",12000,"water",9.01
"NC0392045","outside",13000,"water",9.31
"NC0392045","outside",14000,"water",9.58
"NC0392045","outside",15000,"water",9.8
"NC0392045","outside",16000,"water",10
"NC0392050","inside",0,"sewer",0
"NC0392050","inside",1000,"sewer",11.67
"NC0392050","inside",2000,"sewer",11.67
"NC0392050","inside",3000,"sewer",12.78
"NC0392050","inside",4000,"sewer",13.35
"NC0392050","inside",5000,"sewer",13.68
"NC0392050","inside",6000,"sewer",14.46
"NC0392050","inside",7000,"sewer",15.02
"NC0392050","inside",8000,"sewer",15.45
"NC0392050","inside",9000,"sewer",15.77
"NC0392050","inside",10000,"sewer",16.37
"NC0392050","inside",11000,"sewer",16.86
"NC0392050","inside",12000,"sewer",17.26
"NC0392050","inside",13000,"sewer",17.61
"NC0392050","inside",14000,"sewer",17.91
"NC0392050","inside",15000,"sewer",18.31
"NC0392050","inside",16000,"sewer",18.67
"NC0392050","inside",0,"water",0
"NC0392050","inside",1000,"water",3.89
"NC0392050","inside",2000,"water",3.89
"NC0392050","inside",3000,"water",4.26
"NC0392050","inside",4000,"water",4.45
"NC0392050","inside",5000,"water",4.56
"NC0392050","inside",6000,"water",4.82
"NC0392050","inside",7000,"water",5.01
"NC0392050","inside",8000,"water",5.15
"NC0392050","inside",9000,"water",5.26
"NC0392050","inside",10000,"water",5.46
"NC0392050","inside",11000,"water",5.62
"NC0392050","inside",12000,"water",5.75
"NC0392050","inside",13000,"water",5.87
"NC0392050","inside",14000,"water",5.97
"NC0392050","inside",15000,"water",6.1
"NC0392050","inside",16000,"water",6.22
"NC0392050","outside",0,"sewer",0
"NC0392050","outside",1000,"sewer",11.67
"NC0392050","outside",2000,"sewer",11.67
"NC0392050","outside",3000,"sewer",12.78
"NC0392050","outside",4000,"sewer",13.35
"NC0392050","outside",5000,"sewer",13.68
"NC0392050","outside",6000,"sewer",14.46
"NC0392050","outside",7000,"sewer",15.02
"NC0392050","outside",8000,"sewer",15.45
"NC0392050","outside",9000,"sewer",15.77
"NC0392050","outside",10000,"sewer",16.37
"NC0392050","outside",11000,"sewer",16.86
"NC0392050","outside",12000,"sewer",17.26
"NC0392050","outside",13000,"sewer",17.61
"NC0392050","outside",14000,"sewer",17.91
"NC0392050","outside",15000,"sewer",18.31
"NC0392050","outside",16000,"sewer",18.67
"NC0392050","outside",0,"water",0
"NC0392050","outside",1000,"water",7.78
"NC0392050","outside",2000,"water",7.78
"NC0392050","outside",3000,"water",8.52
"NC0392050","outside",4000,"water",8.9
"NC0392050","outside",5000,"water",9.12
"NC0392050","outside",6000,"water",9.64
"NC0392050","outside",7000,"water",10.02
"NC0392050","outside",8000,"water",10.3
"NC0392050","outside",9000,"water",10.52
"NC0392050","outside",10000,"water",10.91
"NC0392050","outside",11000,"water",11.24
"NC0392050","outside",12000,"water",11.51
"NC0392050","outside",13000,"water",11.74
"NC0392050","outside",14000,"water",11.94
"NC0392050","outside",15000,"water",12.21
"NC0392050","outside",16000,"water",12.45
"NC0392055","inside",0,"sewer",0
"NC0392055","inside",1000,"sewer",6.08
"NC0392055","inside",2000,"sewer",6.08
"NC0392055","inside",3000,"sewer",6.08
"NC0392055","inside",4000,"sewer",6.08
"NC0392055","inside",5000,"sewer",6.08
"NC0392055","inside",6000,"sewer",6.08
"NC0392055","inside",7000,"sewer",6.08
"NC0392055","inside",8000,"sewer",6.08
"NC0392055","inside",9000,"sewer",6.08
"NC0392055","inside",10000,"sewer",6.08
"NC0392055","inside",11000,"sewer",6.08
"NC0392055","inside",12000,"sewer",6.08
"NC0392055","inside",13000,"sewer",6.08
"NC0392055","inside",14000,"sewer",6.08
"NC0392055","inside",15000,"sewer",6.08
"NC0392055","inside",16000,"sewer",6.08
"NC0392055","inside",0,"water",0
"NC0392055","inside",1000,"water",5.17
"NC0392055","inside",2000,"water",5.17
"NC0392055","inside",3000,"water",5.17
"NC0392055","inside",4000,"water",5.17
"NC0392055","inside",5000,"water",5.17
"NC0392055","inside",6000,"water",5.17
"NC0392055","inside",7000,"water",5.17
"NC0392055","inside",8000,"water",5.17
"NC0392055","inside",9000,"water",5.17
"NC0392055","inside",10000,"water",5.17
"NC0392055","inside",11000,"water",5.17
"NC0392055","inside",12000,"water",5.17
"NC0392055","inside",13000,"water",5.17
"NC0392055","inside",14000,"water",5.17
"NC0392055","inside",15000,"water",5.17
"NC0392055","inside",16000,"water",5.17
"NC0392055","outside",0,"sewer",0
"NC0392055","outside",1000,"sewer",12.16
"NC0392055","outside",2000,"sewer",12.16
"NC0392055","outside",3000,"sewer",12.16
"NC0392055","outside",4000,"sewer",12.16
"NC0392055","outside",5000,"sewer",12.16
"NC0392055","outside",6000,"sewer",12.16
"NC0392055","outside",7000,"sewer",12.16
"NC0392055","outside",8000,"sewer",12.16
"NC0392055","outside",9000,"sewer",12.16
"NC0392055","outside",10000,"sewer",12.16
"NC0392055","outside",11000,"sewer",12.16
"NC0392055","outside",12000,"sewer",12.16
"NC0392055","outside",13000,"sewer",12.16
"NC0392055","outside",14000,"sewer",12.16
"NC0392055","outside",15000,"sewer",12.16
"NC0392055","outside",16000,"sewer",12.16
"NC0392055","outside",0,"water",0
"NC0392055","outside",1000,"water",10.34
"NC0392055","outside",2000,"water",10.34
"NC0392055","outside",3000,"water",10.34
"NC0392055","outside",4000,"water",10.34
"NC0392055","outside",5000,"water",10.34
"NC0392055","outside",6000,"water",10.34
"NC0392055","outside",7000,"water",10.34
"NC0392055","outside",8000,"water",10.34
"NC0392055","outside",9000,"water",10.34
"NC0392055","outside",10000,"water",10.34
"NC0392055","outside",11000,"water",10.34
"NC0392055","outside",12000,"water",10.34
"NC0392055","outside",13000,"water",10.34
"NC0392055","outside",14000,"water",10.34
"NC0392055","outside",15000,"water",10.34
"NC0392055","outside",16000,"water",10.34
"NC0407010","inside",0,"sewer",0
"NC0407010","inside",1000,"sewer",0
"NC0407010","inside",2000,"sewer",0.4
"NC0407010","inside",3000,"sewer",2.42
"NC0407010","inside",4000,"sewer",3.43
"NC0407010","inside",5000,"sewer",4.04
"NC0407010","inside",6000,"sewer",4.44
"NC0407010","inside",7000,"sewer",4.73
"NC0407010","inside",8000,"sewer",4.95
"NC0407010","inside",9000,"sewer",5.12
"NC0407010","inside",10000,"sewer",5.26
"NC0407010","inside",11000,"sewer",5.37
"NC0407010","inside",12000,"sewer",5.46
"NC0407010","inside",13000,"sewer",5.54
"NC0407010","inside",14000,"sewer",5.6
"NC0407010","inside",15000,"sewer",5.66
"NC0407010","inside",16000,"sewer",5.71
"NC0407010","inside",0,"water",0
"NC0407010","inside",1000,"water",0
"NC0407010","inside",2000,"water",0.28
"NC0407010","inside",3000,"water",1.75
"NC0407010","inside",4000,"water",2.48
"NC0407010","inside",5000,"water",2.92
"NC0407010","inside",6000,"water",3.21
"NC0407010","inside",7000,"water",3.42
"NC0407010","inside",8000,"water",3.58
"NC0407010","inside",9000,"water",3.7
"NC0407010","inside",10000,"water",3.8
"NC0407010","inside",11000,"water",3.88
"NC0407010","inside",12000,"water",3.95
"NC0407010","inside",13000,"water",4
"NC0407010","inside",14000,"water",4.05
"NC0407010","inside",15000,"water",4.09
"NC0407010","inside",16000,"water",4.13
"NC0407010","outside",0,"sewer",0
"NC0407010","outside",1000,"sewer",0
"NC0407010","outside",2000,"sewer",0.4
"NC0407010","outside",3000,"sewer",2.42
"NC0407010","outside",4000,"sewer",3.43
"NC0407010","outside",5000,"sewer",4.04
"NC0407010","outside",6000,"sewer",4.44
"NC0407010","outside",7000,"sewer",4.73
"NC0407010","outside",8000,"sewer",4.95
"NC0407010","outside",9000,"sewer",5.12
"NC0407010","outside",10000,"sewer",5.26
"NC0407010","outside",11000,"sewer",5.37
"NC0407010","outside",12000,"sewer",5.46
"NC0407010","outside",13000,"sewer",5.54
"NC0407010","outside",14000,"sewer",5.6
"NC0407010","outside",15000,"sewer",5.66
"NC0407010","outside",16000,"sewer",5.71
"NC0407010","outside",0,"water",0
"NC0407010","outside",1000,"water",0
"NC0407010","outside",2000,"water",0.36
"NC0407010","outside",3000,"water",2.19
"NC0407010","outside",4000,"water",3.1
"NC0407010","outside",5000,"water",3.65
"NC0407010","outside",6000,"water",4.01
"NC0407010","outside",7000,"water",4.27
"NC0407010","outside",8000,"water",4.47
"NC0407010","outside",9000,"water",4.62
"NC0407010","outside",10000,"water",4.74
"NC0407010","outside",11000,"water",4.84
"NC0407010","outside",12000,"water",4.93
"NC0407010","outside",13000,"water",5
"NC0407010","outside",14000,"water",5.06
"NC0407010","outside",15000,"water",5.11
"NC0407010","outside",16000,"water",5.16
"NC0407015","inside",0,"sewer",0
"NC0407015","inside",1000,"sewer",0
"NC0407015","inside",2000,"sewer",0
"NC0407015","inside",3000,"sewer",0
"NC0407015","inside",4000,"sewer",2.34
"NC0407015","inside",5000,"sewer",3.75
"NC0407015","inside",6000,"sewer",4.69
"NC0407015","inside",7000,"sewer",5.36
"NC0407015","inside",8000,"sewer",5.86
"NC0407015","inside",9000,"sewer",6.25
"NC0407015","inside",10000,"sewer",6.57
"NC0407015","inside",11000,"sewer",6.82
"NC0407015","inside",12000,"sewer",7.03
"NC0407015","inside",13000,"sewer",7.21
"NC0407015","inside",14000,"sewer",7.37
"NC0407015","inside",15000,"sewer",7.5
"NC0407015","inside",16000,"sewer",7.62
"NC0407015","inside",0,"water",0
"NC0407015","inside",1000,"water",0
"NC0407015","inside",2000,"water",0
"NC0407015","inside",3000,"water",0
"NC0407015","inside",4000,"water",1.83
"NC0407015","inside",5000,"water",2.94
"NC0407015","inside",6000,"water",3.67
"NC0407015","inside",7000,"water",4.2
"NC0407015","inside",8000,"water",4.59
"NC0407015","inside",9000,"water",4.9
"NC0407015","inside",10000,"water",5.14
"NC0407015","inside",11000,"water",5.34
"NC0407015","inside",12000,"water",5.51
"NC0407015","inside",13000,"water",5.65
"NC0407015","inside",14000,"water",5.77
"NC0407015","inside",15000,"water",5.88
"NC0407015","inside",16000,"water",5.97
"NC0407020","inside",0,"sewer",0
"NC0407020","inside",1000,"sewer",3.05
"NC0407020","inside",2000,"sewer",3.05
"NC0407020","inside",3000,"sewer",3.05
"NC0407020","inside",4000,"sewer",3.05
"NC0407020","inside",5000,"sewer",3.05
"NC0407020","inside",6000,"sewer",3.05
"NC0407020","inside",7000,"sewer",3.05
"NC0407020","inside",8000,"sewer",3.05
"NC0407020","inside",9000,"sewer",3.05
"NC0407020","inside",10000,"sewer",3.05
"NC0407020","inside",11000,"sewer",3.05
"NC0407020","inside",12000,"sewer",3.05
"NC0407020","inside",13000,"sewer",3.05
"NC0407020","inside",14000,"sewer",3.05
"NC0407020","inside",15000,"sewer",3.05
"NC0407020","inside",16000,"sewer",3.05
"NC0407020","inside",0,"water",0
"NC0407020","inside",1000,"water",3.47
"NC0407020","inside",2000,"water",3.47
"NC0407020","inside",3000,"water",3.47
"NC0407020","inside",4000,"water",3.47
"NC0407020","inside",5000,"water",3.47
"NC0407020","inside",6000,"water",3.47
"NC0407020","inside",7000,"water",3.47
"NC0407020","inside",8000,"water",3.47
"NC0407020","inside",9000,"water",3.47
"NC0407020","inside",10000,"water",3.47
"NC0407020","inside",11000,"water",3.47
"NC0407020","inside",12000,"water",3.47
"NC0407020","inside",13000,"water",3.47
"NC0407020","inside",14000,"water",3.47
"NC0407020","inside",15000,"water",3.47
"NC0407020","inside",16000,"water",3.47
"NC0407020","outside",0,"sewer",0
"NC0407020","outside",1000,"sewer",3.05
"NC0407020","outside",2000,"sewer",3.05
"NC0407020","outside",3000,"sewer",3.05
"NC0407020","outside",4000,"sewer",3.05
"NC0407020","outside",5000,"sewer",3.05
"NC0407020","outside",6000,"sewer",3.05
"NC0407020","outside",7000,"sewer",3.05
"NC0407020","outside",8000,"sewer",3.05
"NC0407020","outside",9000,"sewer",3.05
"NC0407020","outside",10000,"sewer",3.05
"NC0407020","outside",11000,"sewer",3.05
"NC0407020","outside",12000,"sewer",3.05
"NC0407020","outside",13000,"sewer",3.05
"NC0407020","outside",14000,"sewer",3.05
"NC0407020","outside",15000,"sewer",3.05
"NC0407020","outside",16000,"sewer",3.05
"NC0407020","outside",0,"water",0
"NC0407020","outside",1000,"water",6.94
"NC0407020","outside",2000,"water",6.94
"NC0407020","outside",3000,"water",6.94
"NC0407020","outside",4000,"water",6.94
"NC0407020","outside",5000,"water",6.94
"NC0407020","outside",6000,"water",6.94
"NC0407020","outside",7000,"water",6.94
"NC0407020","outside",8000,"water",6.94
"NC0407020","outside",9000,"water",6.94
"NC0407020","outside",10000,"water",6.94
"NC0407020","outside",11000,"water",6.94
"NC0407020","outside",12000,"water",6.94
"NC0407020","outside",13000,"water",6.94
"NC0407020","outside",14000,"water",6.94
"NC0407020","outside",15000,"water",6.94
"NC0407020","outside",16000,"water",6.94
"NC0407025","inside",0,"sewer",0
"NC0407025","inside",1000,"sewer",10.55
"NC0407025","inside",2000,"sewer",10.55
"NC0407025","inside",3000,"sewer",10.55
"NC0407025","inside",4000,"sewer",10.55
"NC0407025","inside",5000,"sewer",10.7
"NC0407025","inside",6000,"sewer",10.8
"NC0407025","inside",7000,"sewer",10.87
"NC0407025","inside",8000,"sewer",10.92
"NC0407025","inside",9000,"sewer",11.1
"NC0407025","inside",10000,"sewer",11.25
"NC0407025","inside",11000,"sewer",11.37
"NC0407025","inside",12000,"sewer",11.47
"NC0407025","inside",13000,"sewer",11.55
"NC0407025","inside",14000,"sewer",11.62
"NC0407025","inside",15000,"sewer",11.68
"NC0407025","inside",16000,"sewer",11.74
"NC0407025","inside",0,"water",0
"NC0407025","inside",1000,"water",2.8
"NC0407025","inside",2000,"water",2.8
"NC0407025","inside",3000,"water",2.8
"NC0407025","inside",4000,"water",2.8
"NC0407025","inside",5000,"water",3.05
"NC0407025","inside",6000,"water",3.22
"NC0407025","inside",7000,"water",3.34
"NC0407025","inside",8000,"water",3.42
"NC0407025","inside",9000,"water",3.63
"NC0407025","inside",10000,"water",3.8
"NC0407025","inside",11000,"water",3.94
"NC0407025","inside",12000,"water",4.05
"NC0407025","inside",13000,"water",4.15
"NC0407025","inside",14000,"water",4.23
"NC0407025","inside",15000,"water",4.3
"NC0407025","inside",16000,"water",4.36
"NC0407025","outside",0,"sewer",0
"NC0407025","outside",1000,"sewer",10.55
"NC0407025","outside",2000,"sewer",10.55
"NC0407025","outside",3000,"sewer",10.55
"NC0407025","outside",4000,"sewer",10.55
"NC0407025","outside",5000,"sewer",10.7
"NC0407025","outside",6000,"sewer",10.8
"NC0407025","outside",7000,"sewer",10.87
"NC0407025","outside",8000,"sewer",10.92
"NC0407025","outside",9000,"sewer",11.1
"NC0407025","outside",10000,"sewer",11.25
"NC0407025","outside",11000,"sewer",11.37
"NC0407025","outside",12000,"sewer",11.47
"NC0407025","outside",13000,"sewer",11.55
"NC0407025","outside",14000,"sewer",11.62
"NC0407025","outside",15000,"sewer",11.68
"NC0407025","outside",16000,"sewer",11.74
"NC0407025","outside",0,"water",0
"NC0407025","outside",1000,"water",2.8
"NC0407025","outside",2000,"water",2.8
"NC0407025","outside",3000,"water",2.8
"NC0407025","outside",4000,"water",2.8
"NC0407025","outside",5000,"water",3.05
"NC0407025","outside",6000,"water",3.22
"NC0407025","outside",7000,"water",3.34
"NC0407025","outside",8000,"water",3.42
"NC0407025","outside",9000,"water",3.63
"NC0407025","outside",10000,"water",3.8
"NC0407025","outside",11000,"water",3.94
"NC0407025","outside",12000,"water",4.05
"NC0407025","outside",13000,"water",4.15
"NC0407025","outside",14000,"water",4.23
"NC0407025","outside",15000,"water",4.3
"NC0407025","outside",16000,"water",4.36
"NC0407030","inside",0,"sewer",0
"NC0407030","inside",1000,"sewer",0
"NC0407030","inside",2000,"sewer",0
"NC0407030","inside",3000,"sewer",3.33
"NC0407030","inside",4000,"sewer",5
"NC0407030","inside",5000,"sewer",6
"NC0407030","inside",6000,"sewer",6.66
"NC0407030","inside",7000,"sewer",7.14
"NC0407030","inside",8000,"sewer",7.5
"NC0407030","inside",9000,"sewer",7.78
"NC0407030","inside",10000,"sewer",8
"NC0407030","inside",11000,"sewer",8.18
"NC0407030","inside",12000,"sewer",8.33
"NC0407030","inside",13000,"sewer",8.46
"NC0407030","inside",14000,"sewer",8.57
"NC0407030","inside",15000,"sewer",8.67
"NC0407030","inside",16000,"sewer",8.75
"NC0407030","inside",0,"water",0
"NC0407030","inside",1000,"water",0
"NC0407030","inside",2000,"water",0
"NC0407030","inside",3000,"water",3.33
"NC0407030","inside",4000,"water",5
"NC0407030","inside",5000,"water",6
"NC0407030","inside",6000,"water",6.66
"NC0407030","inside",7000,"water",7.14
"NC0407030","inside",8000,"water",7.5
"NC0407030","inside",9000,"water",7.78
"NC0407030","inside",10000,"water",8
"NC0407030","inside",11000,"water",8.18
"NC0407030","inside",12000,"water",8.33
"NC0407030","inside",13000,"water",8.46
"NC0407030","inside",14000,"water",8.57
"NC0407030","inside",15000,"water",8.67
"NC0407030","inside",16000,"water",8.75
