"pwsid","service_area","city_name","utility_name","date","year","service","website","last_updated","order"
"NJ2102001","Alpha Borough","Alpha Borough","Alpha Borough",2021-01-01,"2021","drinking water","http://www.alphaboro.org/pages/utilitycollector.html",2021,1
"NJ2102001","Alpha Borough","Alpha Borough","Alpha Borough",2021-01-01,"2021","wastewater","http://www.alphaboro.org/pages/utilitycollector.html",2021,2
"NJ2108001","Hackettstown MUA","Hackettstown","Hackettstown MUA",2020-02-01,"2020","drinking water","https://hmua.com/rates.html",2021,1
"NJ2108001","Hackettstown MUA","Hackettstown","Hackettstown MUA",2020-02-01,"2020","wastewater","https://hmua.com/rates.html",2021,2
"NJ2119001","Aqua NJ - Phillpsburg","Phillipsburg Town","Aqua NJ - Phillpsburg",2019-06-01,"2019","drinking water","https://www.aquaamerica.com/media/45241/Original%20Tariff%20Aqua%20New%20Jersey,%20Inc.%20B.P.U.%20No.%2018%20-%20Water,%20Effective%206-1-2019.pdf",2021,1
"NJ2119001","Aqua NJ - Phillpsburg","Phillipsburg Town","Aqua NJ - Phillpsburg",2019-06-01,"2019","wastewater","https://www.aquaamerica.com/media/49745/Aqua%20New%20Jersey%20Tariff%20-%20v11%20Sewer%2012.2.2020.pdf",2021,2
"NM3500115","Los Alamos County","Los Alamos County","Los Alamos County",2020-10-01,"2020","drinking water","https://www.losalamosnm.us/government/departments/utilities/rates___fees",2021,1
"NM3500115","Los Alamos County","Los Alamos County","Los Alamos County",2020-10-01,"2020","wastewater","https://www.losalamosnm.us/government/departments/utilities/rates___fees",2021,2
"NM3500132","New Mexico Water - Cypress Gardens","New Mexico Water - Cypress Gardens","New Mexico Water - Cypress Gardens",2018-01-03,"2018","drinking water","https://www.newmexicowater.com/rates/rates-and-rules/",2021,1
"NM3500132","New Mexico Water - Cypress Gardens","New Mexico Water - Cypress Gardens","New Mexico Water - Cypress Gardens",2018-01-03,"2018","wastewater","https://www.newmexicowater.com/rates/rates-and-rules/",2021,2
"NM3500326","Epcor Water - Edgewood","Edgewood Town","Epcor Water - Edgewood",2017-06-01,"2017","drinking water","https://www.epcor.com/products-services/water/rates-tariffs-usa/Pages/rates-edgewood.aspx",2021,1
"NM3500326","Epcor Water - Edgewood","Edgewood Town","Edgewood Town",2019-06-19,"2019","wastewater","https://www.edgewood-nm.gov/departments/wastewater/index.php",2021,2
"NM3500623","Vista de Oro de Placitas Water Users Coop","Vista de Oro de Placitas Water Users Coop","Vista de Oro de Placitas Water Users Coop",2019-07-01,"2019","drinking water","http://vdohoa.com/important-documents-copy.shtml",2021,1
"NM3500623","Vista de Oro de Placitas Water Users Coop","Vista de Oro de Placitas Water Users Coop","Homeowners",2021-01-01,"2021","septic/on-site","not found",2021,3
"NM3500826","Santa Fe County - South Sector","Santa Fe County - South Sector","Santa Fe County - South Sector",2021-07-01,"2021","drinking water","https://www.santafecountynm.gov/public_works/utilities",2021,1
"NM3500826","Santa Fe County - South Sector","Santa Fe County - South Sector","Santa Fe County - South Sector",2021-07-01,"2021","wastewater","https://www.santafecountynm.gov/public_works/utilities",2021,2
"NM3502407","Lower Rio Grande PWWA - South Valley","Lower Rio Grande PWWA - South Valley","Lower Rio Grande PWWA - South Valley",2021-07-01,"2021","drinking water","https://lrgauthority.org/documents/",2021,1
"NM3502407","Lower Rio Grande PWWA - South Valley","Lower Rio Grande PWWA - South Valley","Lower Rio Grande PWWA - South Valley",2021-07-01,"2021","wastewater","https://lrgauthority.org/documents/",2021,2
"NM3502507","Camino Real RUA","Camino Real RUA","Camino Real RUA",2019-07-01,"2019","drinking water","https://crrua.org/Residential",2021,1
"NM3502507","Camino Real RUA","Camino Real RUA","Camino Real RUA",2019-07-01,"2019","wastewater","https://crrua.org/Residential",2021,2
"NM3503129","El Valle de Los Ranchos W&SD","El Valle de Los Ranchos W&SD","El Valle de Los Ranchos W&SD",2019-09-02,"2019","drinking water","https://www.elvalledelosranchos.org/forms/",2021,1
"NM3503129","El Valle de Los Ranchos W&SD","El Valle de Los Ranchos W&SD","El Valle de Los Ranchos W&SD",2020-10-01,"2020","wastewater","https://www.elvalledelosranchos.org/forms/",2021,2
"NM3505126","Santa Fe City","Santa Fe City","Santa Fe City",2013-01-01,"2013","drinking water","https://www.santafenm.gov/water_rates",2021,1
"NM3505126","Santa Fe City","Santa Fe City","Santa Fe City",2019-01-01,"2019","wastewater","https://www.santafenm.gov/exhibit__a__sanitary_sewer_rate_fee_and_penalty_schedule",2021,2
"NM3508317","Gallup City","Gallup City","Gallup City",2021-07-01,"2021","drinking water","https://www.gallupnm.gov/ArchiveCenter/ViewFile/Item/132",2021,1
"NM3508317","Gallup City","Gallup City","Gallup City",2021-07-01,"2021","wastewater","https://www.gallupnm.gov/ArchiveCenter/ViewFile/Item/132",2021,2
"NM3508923","Bernalillo Town","Bernalillo Town","Bernalillo Town",2015-08-01,"2015","drinking water","https://www.townofbernalillo.org/Ordiance%20290.pdf",2021,1
"NM3508923","Bernalillo Town","Bernalillo Town","Bernalillo Town",2015-08-11,"2015","wastewater","https://www.townofbernalillo.org/Ordinance%20289.pdf",2021,2
"NM3509623","Rio Rancho City","Rio Rancho City","Rio Rancho City",2020-07-01,"2020","drinking water","https://www.rrnm.gov/1378/Rates",2021,1
"NM3509623","Rio Rancho City","Rio Rancho City","Rio Rancho City",2020-07-01,"2020","wastewater","https://www.rrnm.gov/1378/Rates",2021,2
"NM3509824","Aztec City","Aztec City","Aztec City",2021-03-01,"2021","drinking water","http://www.aztecnm.gov/citycode/chapter16-feeschedule.pdf",2021,1
"NM3509824","Aztec City","Aztec City","Aztec City",2021-03-01,"2021","wastewater","http://www.aztecnm.gov/citycode/chapter16-feeschedule.pdf",2021,2
"NM3510124","Bloomfield City","Bloomfield City","Bloomfield City",2017-02-01,"2017","drinking water","https://bloomfieldnm.gov/utilities.html",2021,1
"NM3510124","Bloomfield City","Bloomfield City","Bloomfield City",2017-02-01,"2017","wastewater","https://bloomfieldnm.gov/utilities.html",2021,2
"NM3510224","Farmington City","Farmington City","Farmington City",2018-12-01,"2018","drinking water","https://www.fmtn.org/308/Water-Wastewater-Utilities",2021,1
"NM3510224","Farmington City","Farmington City","Farmington City",2018-12-01,"2018","wastewater","https://www.fmtn.org/308/Water-Wastewater-Utilities",2021,2
"NM3510701","Albuquerque Bernalillo County WUA","Albuquerque Bernalillo County WUA","Albuquerque Bernalillo County WUA",2020-07-01,"2020","drinking water","https://www.abcwua.org/customer-service-understanding-my-bill/",2021,1
"NM3510701","Albuquerque Bernalillo County WUA","Albuquerque Bernalillo County WUA","Albuquerque Bernalillo County WUA",2020-07-01,"2020","wastewater","https://www.abcwua.org/customer-service-understanding-my-bill/",2021,2
"NM3511707","Las Cruces Utilities","Las Cruces Utilities","Las Cruces Utilities",2020-12-01,"2020","drinking water","https://www.las-cruces.org/1263/Utility-Rates",2021,1
"NM3511707","Las Cruces Utilities","Las Cruces Utilities","Las Cruces Utilities",2021-05-01,"2021","wastewater","https://www.las-cruces.org/1263/Utility-Rates",2021,2
"NM3513114","Ruidoso Village","Ruidoso Village","Ruidoso Village",2014-01-01,"2014","drinking water","https://library.municode.com/nm/ruidoso/codes/code_of_ordinances?nodeId=COOR_CH86UT_APXUWARAST",2021,1
"NM3513114","Ruidoso Village","Ruidoso Village","Ruidoso Village",2012-07-01,"2012","wastewater","https://library.municode.com/nm/ruidoso/codes/code_of_ordinances?nodeId=COOR_CH86UT_APXUWARAST",2021,2
"NM3513319","Alamogordo City","Alamogordo City","Alamogordo City",2015-07-01,"2015","drinking water","https://library.municode.com/nm/alamogordo/codes/code_of_ordinances?nodeId=PTIICOOR_CH28WASESEDI_ART28-03WA_28-03-080RA",2021,1
"NM3513319","Alamogordo City","Alamogordo City","Alamogordo City",2014-07-01,"2014","wastewater","https://library.municode.com/nm/alamogordo/codes/code_of_ordinances?nodeId=PTIICOOR_CH28WASESEDI_ART28-02SESEDI_DIVIINGE_28-02-100SECHHA",2021,2
"NM3518025","Las Vegas City","Las Vegas City","Las Vegas City",2016-11-01,"2016","drinking water","http://lasvegasnm.gov/departments/utility_department/docs/2016%20utility%20rates.pdf",2021,1
"NM3518025","Las Vegas City","Las Vegas City","Las Vegas City",2016-11-01,"2016","wastewater","http://lasvegasnm.gov/departments/utility_department/docs/2016%20utility%20rates.pdf",2021,2
"NM3520203","Roswell City","Roswell City","Roswell City",2016-01-01,"2016","drinking water","https://www.roswell-nm.gov/DocumentCenter/View/11272/Ordinance-13-02-Sewer-charges?bidId=",2021,1
"NM3520203","Roswell City","Roswell City","Roswell City",2016-01-01,"2016","wastewater","https://www.roswell-nm.gov/DocumentCenter/View/11272/Ordinance-13-02-Sewer-charges?bidId=",2021,2
"NM3520308","Artesia City","Artesia City","Artesia City",2018-05-01,"2018","drinking water","https://codelibrary.amlegal.com/codes/artesianm/latest/artesia_nm/0-0-0-3001",2021,1
"NM3520308","Artesia City","Artesia City","Artesia City",2018-05-01,"2018","wastewater","https://codelibrary.amlegal.com/codes/artesianm/latest/artesia_nm/0-0-0-3001",2021,2
"NM3520608","Carlsbad City","Carlsbad City","Carlsbad City",2020-10-01,"2020","drinking water","https://www.cityofcarlsbadnm.com/departments/utilities/water-department/",2021,1
"NM3520608","Carlsbad City","Carlsbad City","Carlsbad City",2020-10-01,"2020","wastewater","https://www.cityofcarlsbadnm.com/departments/utilities/water-department/",2021,2
"NM3521513","Eunice City","Eunice City","Eunice City",2020-02-01,"2020","drinking water","https://www.cityofeunice.org/DocumentCenter/View/547/WATER-ORD-543?bidId=",2021,1
"NM3521513","Eunice City","Eunice City","Eunice City",2020-02-01,"2020","wastewater","https://www.cityofeunice.org/DocumentCenter/View/546/SEWER-ORD-544?bidId=",2021,2
"NM3521613","Hobbs City","Hobbs City","Hobbs City",2021-07-01,"2021","drinking water","https://www.hobbsnm.org/files/municipal_code.pdf",2021,1
"NM3521613","Hobbs City","Hobbs City","Hobbs City",2021-07-01,"2021","wastewater","https://www.hobbsnm.org/files/municipal_code.pdf",2021,2
"NM3521813","Lovington City","Lovington City","Lovington City",2018-07-01,"2018","drinking water","https://codelibrary.amlegal.com/codes/lovington/latest/lovington_nm/0-0-0-5490",2021,1
"NM3521813","Lovington City","Lovington City","Lovington City",2018-07-01,"2018","wastewater","https://codelibrary.amlegal.com/codes/lovington/latest/lovington_nm/0-0-0-5550",2021,2
"NM3522609","Silver City Town","Silver City Town","Silver City Town",2014-06-01,"2014","drinking water","https://www.townofsilvercity.org/DocumentCenter/View/246/Resolution-2014-19-PDF?bidId=",2021,1
"NM3522609","Silver City Town","Silver City Town","Silver City Town",2014-06-01,"2014","wastewater","https://www.townofsilvercity.org/DocumentCenter/View/246/Resolution-2014-19-PDF?bidId=",2021,2
"NM3523528","Magdalena Village","Magdalena Village","Magdalena Village",2021-03-22,"2021","drinking water","https://nebula.wsimg.com/1e6ca482f8f4c9b5839b881640708115?AccessKeyId=2F0607D1EB7A1C672EA7&disposition=0&alloworigin=1",2021,1
"NM3523528","Magdalena Village","Magdalena Village","Magdalena Village",2021-03-22,"2021","wastewater","https://nebula.wsimg.com/1e6ca482f8f4c9b5839b881640708115?AccessKeyId=2F0607D1EB7A1C672EA7&disposition=0&alloworigin=1",2021,2
"NM3523728","Socorro City","Socorro City","Socorro City",2021-01-01,"2021","drinking water","https://www.socorronm.gov/wp-content/uploads/2021/03/ubflyer-rate-increase-2021.pdf",2021,1
"NM3523728","Socorro City","Socorro City","Socorro City",2021-01-01,"2021","wastewater","https://www.socorronm.gov/wp-content/uploads/2021/03/ubflyer-rate-increase-2021.pdf",2021,2
"NM3524330","Mountainair Town","Mountainair Town","Mountainair Town",2018-01-01,"2018","drinking water","https://drive.google.com/drive/folders/1Wv55Da-ZrFVs5j4H3MhMDgADJbNireoG",2021,1
"NM3524330","Mountainair Town","Mountainair Town","Mountainair Town",2018-01-01,"2018","wastewater","https://drive.google.com/drive/folders/1Wv55Da-ZrFVs5j4H3MhMDgADJbNireoG",2021,2
"NM3524626","Entranosa Water & Wastewater Association","Entranosa Water & Wastewater Association","Entranosa Water & Wastewater Association",2020-02-01,"2020","drinking water","https://entranosawater.com/rates-and-policies",2021,1
"NM3524626","Entranosa Water & Wastewater Association","Entranosa Water & Wastewater Association","Entranosa Water & Wastewater Association",2020-02-01,"2020","septic/on-site","https://entranosawater.com/rates-and-policies",2021,3
"NM3524932","Belen City","Belen City","Belen City",2020-02-03,"2020","drinking water","https://library.municode.com/nm/belen/codes/code_of_ordinances?nodeId=APXAUTRACHCH13.12",2021,1
"NM3524932","Belen City","Belen City","Belen City",2020-02-03,"2020","wastewater","https://library.municode.com/nm/belen/codes/code_of_ordinances?nodeId=APXAUTRACHCH13.12",2021,2
"NM3525332","Los Lunas Village","Los Lunas Village","Los Lunas Village",2019-01-01,"2019","drinking water","https://www.loslunasnm.gov/672/WaterSewer-Division",2021,1
"NM3525332","Los Lunas Village","Los Lunas Village","Los Lunas Village",2019-01-01,"2019","wastewater","https://www.loslunasnm.gov/672/WaterSewer-Division",2021,2
"NM3526704","Raton City","Raton City","Raton City",2019-05-28,"2019","drinking water","https://codelibrary.amlegal.com/codes/raton/latest/raton_nm/0-0-0-14816",2021,1
"NM3526704","Raton City","Raton City","Raton City",2019-05-28,"2019","wastewater","https://codelibrary.amlegal.com/codes/raton/latest/raton_nm/0-0-0-15014",2021,2
"NM3526811","Mosquero Village","Mosquero Village","Mosquero Village",2021-01-01,"2021","drinking water","https://www.villageofmosquero.com/water",2021,1
"NM3526811","Mosquero Village","Mosquero Village","Mosquero Village",2021-01-01,"2021","wastewater","https://www.villageofmosquero.com/sewer",2021,2
"NM3527305","Epcor Water - Clovis","Clovis City","Epcor Water - Clovis",2019-07-18,"2019","drinking water","https://www.epcor.com/products-services/water/rates-tariffs-usa/Pages/rates-clovis.aspx",2021,1
"NM3527305","Epcor Water - Clovis","Clovis City","Clovis City",2020-07-01,"2020","wastewater","https://cityofclovis.com/finance/utility-billing/rates-and-fees/",2021,2
"NM3528020","Tucumcari City","Tucumcari City","Tucumcari City",2011-12-29,"2011","drinking water","https://library.municode.com/nm/tucumcari/codes/code_of_ordinances?nodeId=TIT13PUSE_CH13.04WASE_13.04.205WARA",2021,1
"NM3528020","Tucumcari City","Tucumcari City","Tucumcari City",2011-08-11,"2011","wastewater","https://library.municode.com/nm/tucumcari/codes/code_of_ordinances?nodeId=TIT13PUSE_CH13.04WASE_13.04.210SERA",2021,2
"NM3528222","Dora Village","Dora Village","Dora Village",2016-07-01,"2016","drinking water","https://villageofdoranm.com/?page_id=137",2021,1
"NM3528222","Dora Village","Dora Village","Homeowners",2021-01-01,"2021","septic/on-site","not found",2021,3
"NM3528522","Portales City","Portales City","Portales City",2018-06-12,"2018","drinking water","https://www.portalesnm.gov/department/division.php?structureid=40",2021,1
"NM3528522","Portales City","Portales City","Portales City",2011-07-01,"2011","wastewater","https://www.portalesnm.gov/department/division.php?structureid=40",2021,2
"NM3528616","Deming City","Deming City","Deming City",2019-12-17,"2019","drinking water","https://codelibrary.amlegal.com/codes/demingnm/latest/deming_nm/0-0-0-3810",2021,1
"NM3528616","Deming City","Deming City","Deming City",2019-12-17,"2019","wastewater","https://codelibrary.amlegal.com/codes/demingnm/latest/deming_nm/0-0-0-3974",2021,2
"NM3530827","New Mexico Water - Elephant Butte","New Mexico Water - Elephant Butte","New Mexico Water - Elephant Butte",2018-01-03,"2018","drinking water","https://www.newmexicowater.com/rates/rates-and-rules/",2021,1
"NM3530827","New Mexico Water - Elephant Butte","New Mexico Water - Elephant Butte","Elephant Butte City",2018-07-01,"2018","wastewater","http://cityofelephantbutte.com/wp-content/uploads/2015/04/Ordinance-164-Water-Waterwater-Increase.pdf",2021,2
"NM3531804","Eagle Nest Village","Eagle Nest Village","Eagle Nest Village",2019-01-01,"2019","drinking water","http://www.eaglenest.org/Village%20of%20Eagle%20Nest%20Water%20and%20Wastewater%20Rate%20Information.pdf",2021,1
"NM3531804","Eagle Nest Village","Eagle Nest Village","Eagle Nest Village",2019-01-01,"2019","wastewater","http://www.eaglenest.org/Village%20of%20Eagle%20Nest%20Water%20and%20Wastewater%20Rate%20Information.pdf",2021,2
"NM3531904","Angel Fire Village","Angel Fire Village","Angel Fire Village",2019-07-29,"2019","drinking water","https://www.angelfirenm.gov/159/Water-Wastewater",2021,1
"NM3531904","Angel Fire Village","Angel Fire Village","Angel Fire Village",2019-07-29,"2019","wastewater","https://www.angelfirenm.gov/159/Water-Wastewater",2021,2
"NM3532032","New Mexico Water - Meadow Lake","New Mexico Water - Meadow Lake","New Mexico Water - Meadow Lake",2018-01-03,"2018","drinking water","https://www.newmexicowater.com/rates/rates-and-rules/",2021,1
"NM3532032","New Mexico Water - Meadow Lake","New Mexico Water - Meadow Lake","Los Lunas Village",2019-01-01,"2019","wastewater","https://www.loslunasnm.gov/672/WaterSewer-Division",2021,2
"NM3537326","El Dorado Area W&SD","El Dorado Area W&SD","El Dorado Area W&SD",2021-01-01,"2021","drinking water","https://www.eawsd.org/rates-fees-taxes",2021,1
"NM3537326","El Dorado Area W&SD","El Dorado Area W&SD","Homeowners",2021-01-01,"2021","septic/on-site","not found",2021,3
"NM3554307","Dona Ana MDWCA","Dona Ana MDWCA","Dona Ana MDWCA",2020-07-01,"2020","drinking water","https://www.dawater.org/customer-policies",2021,1
"NM3554307","Dona Ana MDWCA","Dona Ana MDWCA","Dona Ana MDWCA",2020-07-01,"2020","wastewater","https://www.dawater.org/customer-policies",2021,2
"NM3558514","Alto Lakes W&SD","Alto Lakes W&SD","Alto Lakes W&SD",2020-09-01,"2020","drinking water","http://altolakes.org/rates/",2021,1
"NM3558514","Alto Lakes W&SD","Alto Lakes W&SD","Alto Lakes W&SD",2020-09-01,"2020","wastewater","http://altolakes.org/rates/",2021,2
"NM3560007","Mesilla Town","Mesilla Town","Mesilla Town",2020-09-28,"2020","drinking water","https://www.codepublishing.com/NM/Mesilla/#!/Mesilla13/Mesilla1315.html#13.15.040",2021,1
"NM3560007","Mesilla Town","Mesilla Town","Mesilla Town",2020-09-28,"2020","wastewater","https://www.codepublishing.com/NM/Mesilla/#!/Mesilla13/Mesilla1315.html#13.15.040",2021,2
"NM3573627","Elephant Butte City","Elephant Butte City","Elephant Butte City",2017-09-01,"2017","drinking water","http://cityofelephantbutte.com/wp-content/uploads/2015/04/Ordinance-164-Water-Waterwater-Increase.pdf",2021,1
"NM3573627","Elephant Butte City","Elephant Butte City","Elephant Butte City",2018-07-01,"2018","wastewater","http://cityofelephantbutte.com/wp-content/uploads/2015/04/Ordinance-164-Water-Waterwater-Increase.pdf",2021,2
"NM3580232","New Mexico Water - Rio del Oro","New Mexico Water - Rio del Oro","New Mexico Water - Rio del Oro",2018-01-03,"2018","drinking water","https://www.newmexicowater.com/rates/rates-and-rules/",2021,1
"NM3580232","New Mexico Water - Rio del Oro","New Mexico Water - Rio del Oro","New Mexico Water - Rio del Oro",2018-01-03,"2018","wastewater","https://www.newmexicowater.com/rates/rates-and-rules/",2021,2
"OR4100372","Hermiston City","Hermiston City","Hermiston City",2020-03-01,"2020","drinking water","https://hermiston.or.us/water/rates",2020,1
"OR4100372","Hermiston City","Hermiston City","Hermiston City",2020-03-01,"2020","wastewater","https://hermiston.or.us/recycled-water/sewerates",2020,2
"OR4100483","Lincoln City","Lincoln City","Lincoln City",2017-08-15,"2017","drinking water","https://www.lincolncity.org/vertical/Sites/%7BDDC39B4D-9F7A-4251-AEA0-F594E7F89DDB%7D/uploads/Res_2017-07.pdf",2020,1
"OR4100483","Lincoln City","Lincoln City","Lincoln City",2017-08-15,"2017","wastewater","https://www.lincolncity.org/vertical/Sites/%7BDDC39B4D-9F7A-4251-AEA0-F594E7F89DDB%7D/uploads/Res_2017-07.pdf",2020,2
"OR4100513","Medford Water Commission","Medford City","Medford Water Commission",2020-03-01,"2020","drinking water","http://www.medfordwater.org/Page.asp?NavID=13",2020,1
"OR4100513","Medford Water Commission","Medford City","Medford City",2017-07-15,"2017","wastewater","http://www.ci.medford.or.us/Page.asp?NavId=3949",2020,2
"OR4100513","Medford Water Commission","Medford City","Medford City",2017-07-15,"2017","stormwater","http://www.ci.medford.or.us/Page.asp?NavId=3949",2020,4
"OR4100566","Newport City","Newport City","Newport City",2020-07-01,"2020","drinking water","https://www.newportoregon.gov/dept/fin/utilitybilling.asp",2020,1
"OR4100566","Newport City","Newport City","Newport City",2020-07-01,"2020","wastewater","https://www.newportoregon.gov/dept/fin/utilitybilling.asp",2020,2
"OR4100566","Newport City","Newport City","Newport City",2020-07-01,"2020","stormwater","https://www.newportoregon.gov/dept/fin/utilitybilling.asp",2020,4
"OR4100587","Ontario City","Ontario City","Ontario City",2019-01-01,"2019","drinking water","https://www.ontariooregon.org/utilitybilling.html",2020,1
"OR4100613","Pendleton City","Pendleton City","Pendleton City",2020-01-01,"2020","drinking water","https://pendleton.or.us/finance/watersewer-rates",2020,1
"OR4100613","Pendleton City","Pendleton City","Pendleton City",2020-01-01,"2020","wastewater","https://pendleton.or.us/finance/watersewer-rates",2020,2
"OR4100613","Pendleton City","Pendleton City","Pendleton City",2020-01-01,"2020","stormwater","https://pendleton.or.us/public-works/sewer-utility",2020,4
"OR4100657","Porland Water Bureau","Portland City","Porland Water Bureau",2021-07-01,"2021","drinking water","https://www.portlandoregon.gov/water/article/27451",2020,1
"OR4100657","Porland Water Bureau","Portland City","Portland City",2020-07-01,"2020","wastewater","https://www.portlandoregon.gov/bes/31019",2020,2
"OR4100657","Porland Water Bureau","Portland City","Portland City",2020-07-01,"2020","stormwater","https://www.portlandoregon.gov/bes/31019",2020,4
"OR4100731","Salem City","Salem City","Salem City",2020-01-01,"2020","drinking water","https://www.cityofsalem.net/Pages/utility-rates-and-other-fees.aspx",2020,1
"OR4100731","Salem City","Salem City","Salem City",2020-01-01,"2020","wastewater","https://www.cityofsalem.net/Pages/utility-rates-and-other-fees.aspx",2020,2
"OR4100731","Salem City","Salem City","Salem City",2020-01-01,"2020","stormwater","https://www.cityofsalem.net/Pages/utility-rates-and-other-fees.aspx",2020,4
"OR4100893","Tillamook City","Tillamook City","Tillamook City",2020-05-01,"2020","drinking water","https://tillamookor.gov/wp-content/uploads/2013/07/2019-Water-and-Sewer-Rates-Cheat-Sheet-with-new-sewer-rates-eff.-7.1.19-including-SDC1.pdf",2020,1
"OR4100893","Tillamook City","Tillamook City","Tillamook City",2020-05-01,"2020","wastewater","https://tillamookor.gov/wp-content/uploads/2013/07/2019-Water-and-Sewer-Rates-Cheat-Sheet-with-new-sewer-rates-eff.-7.1.19-including-SDC1.pdf",2020,2
"PA1090001","Aqua PA Bristol","Aqua PA Bristol","Aqua PA Bristol",2019-01-01,"2019","drinking water","https://www.aquaamerica.com/our-states/pennsylvania.aspx",2020,1
"PA1090001","Aqua PA Bristol","Bristol Township","Bristol Township",2014-01-01,"2014","wastewater","http://www.bristoltownship.org/sewer.cfm",2020,2
"PA1090005","Aqua PA Chalfont","Chalfont Borough","Aqua PA Chalfont",2020-01-01,"2020","drinking water","https://www.aquaamerica.com/our-states/pennsylvania.aspx",2020,1
"PA1090005","Aqua PA Chalfont","Chalfont Borough","Chalfton-New Britain Township Sewer Authority",2020-01-01,"2020","wastewater","https://cnbsa.org/info-policies/fee-schedule/",2020,2
"PA1090022","Falls Twp Water & Sewer Authority","Falls Township","Falls Twp Water & Sewer Authority",2018-01-01,"2018","drinking water","https://www.tofa-pa.com/current-rates/",2020,1
"PA1090022","Falls Twp Water & Sewer Authority","Falls Township","Falls Twp Water & Sewer Authority",2018-01-01,"2018","wastewater","https://www.tofa-pa.com/current-rates/",2020,2
"PA1090026","Lower Bucks County Joint Municipal Authority","Lower Bucks County Joint Municipal Authority","Lower Bucks County Joint Municipal Authority",2019-01-01,"2019","drinking water","https://www.warringtontownship.org/download/Water%20and%20Sewer%20department/Warrington-Township-Water-and-Sewer-Department-2019-Bill-Comparison-FINAL.pdf",2020,1
"PA1090026","Lower Bucks County Joint Municipal Authority","Lower Bucks County Joint Municipal Authority","Lower Bucks County Joint Municipal Authority",2019-01-01,"2019","wastewater","https://www.warringtontownship.org/download/Water%20and%20Sewer%20department/Warrington-Township-Water-and-Sewer-Department-2019-Bill-Comparison-FINAL.pdf",2020,2
"PA1090037","Morrisville Municipal Authority","Falls Township","Morrisville Municipal Authority",2020-01-01,"2020","drinking water","http://www.mmawatersewer.org/rates/",2020,1
"PA1090037","Morrisville Municipal Authority","Lower Makefield Township","Morrisville Municipal Authority",2020-01-01,"2020","drinking water","http://www.mmawatersewer.org/rates/",2020,1
"PA1090037","Morrisville Municipal Authority","Morrisville Borough","Morrisville Municipal Authority",2020-01-01,"2020","drinking water","http://www.mmawatersewer.org/rates/",2020,1
"PA1090037","Morrisville Municipal Authority","Lower Makefield Township","Bucks County Water and Sewer Authority",2019-01-01,"2019","wastewater","https://www.lmt.org/municipal-services/sewer/",2020,2
"PA1090037","Morrisville Municipal Authority","Falls Township","Morrisville Municipal Authority",2020-01-01,"2020","wastewater","http://www.mmawatersewer.org/rates/",2020,2
"PA1090037","Morrisville Municipal Authority","Morrisville Borough","Morrisville Municipal Authority",2020-01-01,"2020","wastewater","http://www.mmawatersewer.org/rates/",2020,2
"PA1090043","Newtown Artesian Water Company","Middletown Township","Newtown Artesian Water Company",2019-10-04,"2019","drinking water","https://newtownwater.com/PDF/Tariff-Supplement-Rate-Filing.pdf",2020,1
"PA1090043","Newtown Artesian Water Company","Newtown Township and Borough","Newtown Artesian Water Company",2019-10-04,"2019","drinking water","https://newtownwater.com/PDF/Tariff-Supplement-Rate-Filing.pdf",2020,1
"PA1090043","Newtown Artesian Water Company","Middletown Township","Newtown Bucks County Joint Municipal Authority",2017-02-01,"2017","wastewater","http://www.nbcjma.org/rates/",2020,2
"PA1090043","Newtown Artesian Water Company","Newtown Township and Borough","Newtown Bucks County Joint Municipal Authority",2017-02-01,"2017","wastewater","http://www.nbcjma.org/rates/",2020,2
"PA1090046","Perkasie Regional Authority","East Rockhill Township","Perkasie Regional Authority",2020-01-01,"2020","drinking water","https://perkasieauthority.org/rates-and-policies",2020,1
"PA1090046","Perkasie Regional Authority","Perkasie Borough","Perkasie Regional Authority",2020-01-01,"2020","drinking water","https://perkasieauthority.org/rates-and-policies",2020,1
"PA1090046","Perkasie Regional Authority","West Rockhill Township","Perkasie Regional Authority",2020-01-01,"2020","drinking water","https://perkasieauthority.org/rates-and-policies",2020,1
"PA1090046","Perkasie Regional Authority","East Rockhill Township","East Rockhill Township",2020-01-01,"2020","wastewater","https://www.eastrockhilltownship.org/information/sewer-water/",2020,2
"PA1090046","Perkasie Regional Authority","Perkasie Borough","Perkasie Regional Authority",2020-01-01,"2020","wastewater","https://perkasieauthority.org/rates-and-policies",2020,2
"PA1090046","Perkasie Regional Authority","West Rockhill Township","Perkasie Regional Authority",2020-01-01,"2020","wastewater","https://perkasieauthority.org/rates-and-policies",2020,2
"PA1090057","Richlandtown Borough","Richlandtown Borough","Richlandtown Borough",2019-01-01,"2019","drinking water","https://www.richlandtownborough.org/wordpress/water-department/",2020,1
"PA1090057","Richlandtown Borough","Richlandtown Borough","Bucks County Water and Sewer Authority",2018-01-01,"2018","wastewater","https://emma.msrb.org/ER1238308-ER968698-ER1369614.pdf",2020,2
"PA1090069","Warminster Municipal Authority","Warminster Township","Warminster Municipal Authority",2020-01-01,"2020","drinking water","https://www.warminsterauthority.com/sewer-rates",2020,1
"PA1090069","Warminster Municipal Authority","Warminster Township","Warminster Municipal Authority",2020-01-01,"2020","wastewater","https://www.warminsterauthority.com/sewer-rates",2020,2
"PA1090070","Warrington Township Water and Sewer Authority","Warrington Township","North Wales Water Authority",2020-01-01,"2020","drinking water","https://emma.msrb.org/ES1349502-ES1052081-ES1456728.pdf",2020,1
