"PWSID","PWS_NAME","NPM_CANDIDATE","PRIMACY_AGENCY_CODE","EPA_REGION","SEASON_BEGIN_DATE","SEASON_END_DATE","PWS_ACTIVITY_CODE","PWS_DEACTIVATION_DATE","PWS_TYPE_CODE","CDS_ID","GW_SW_CODE","OWNER_TYPE_CODE","POPULATION_SERVED_COUNT","PRIMACY_TYPE","PRIMARY_SOURCE_CODE","IS_GRANT_ELIGIBLE_IND","IS_WHOLESALER_IND","IS_SCHOOL_OR_DAYCARE_IND","SERVICE_CONNECTIONS_COUNT","SUBMISSION_STATUS_CODE","ORG_NAME","CITY_NAME","ZIP_CODE","COUNTRY_CODE","STATE_CODE","SOURCE_WATER_PROTECTION_CODE","SOURCE_PROTECTION_BEGIN_DATE","OUTSTANDING_PERFORMER","OUTSTANDING_PERFORM_BEGIN_DATE","CITIES_SERVED","COUNTIES_SERVED","PWSID_STATE"
"NC0118284","BETTS BROOKE S/D WATER SYSTEM","Y","NC","4","","","A","","CWS","","SW","P","46","State","SWP","Y","N","N","18","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0118282","SPRINGDALE MH S/D","Y","NC","4","","","A","","CWS","","GW","P","251","State","GW","Y","N","N","99","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0118281","SPINNAKER BAY CONDOMINIUMS","Y","NC","4","","","A","","CWS","","GW","P","127","State","GW","Y","N","N","13","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","SHERRILLS FORD","Catawba","nc"
"NC0276110","MELBILLE HEIGHTS","Y","NC","4","","","A","","CWS","","GW","P","96","State","GW","Y","N","N","38","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","ARCHDALE","Randolph","nc"
"NC0279118","RICHWOOD ACRES","Y","NC","4","","","A","","CWS","","GW","P","102","State","GW","Y","N","N","40","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","MADISON","Rockingham","nc"
"NC0299117","HUNTING CREEK S/D","Y","NC","4","","","A","","CWS","","GW","P","61","State","GW","Y","N","N","24","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","YADKINVILLE","Yadkin","nc"
"NC0299116","MILL CREEK S/D","Y","NC","4","","","A","","CWS","","GW","P","191","State","GW","Y","N","N","75","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","EAST BEND","Yadkin","nc"
"NC0286178","HICKORY CREEK S/D","Y","NC","4","","","A","","CWS","","GW","P","152","State","GW","Y","N","N","60","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","MOUNT AIRY","Surry","nc"
"NC0286176","WOODBRIDGE S/D","Y","NC","4","","","A","","CWS","","GW","P","320","State","GW","Y","N","N","126","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","MOUNT AIRY","Surry","nc"
"NC0286170","SOUTH RIDGE S/D","Y","NC","4","","","A","","CWS","","GW","P","135","State","GW","Y","N","N","53","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","MT AIRY","Surry","nc"
"NC0286107","GREENFIELD WATER SYSTEM","Y","NC","4","","","A","","CWS","","SW","P","244","State","SWP","Y","N","N","96","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","MT AIRY","Surry","nc"
"NC0286106","GREEN HEIGHTS WATER SYSTEM","Y","NC","4","","","A","","CWS","","GW","P","28","State","GW","Y","N","N","11","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","MT AIRY","Surry","nc"
"NC0145140","HIGH VISTA ESTATES","Y","NC","4","","","A","","CWS","","SW","P","738","State","SWP","Y","N","N","232","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","HENDERSONVILLE","Henderson","nc"
"NC0465165","TREASURE COVE S/D","Y","NC","4","","","A","","CWS","","GW","P","760","State","GW","Y","N","N","299","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","OGDEN","New Hanover","nc"
"NC0464131","RANSDELL FOREST S/D MHP","Y","NC","4","","","A","","CWS","","GW","P","124","State","GW","Y","N","N","49","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","SPRING HOPE","Nash","nc"
"NC0471112","OLDE POINT S/D","Y","NC","4","","","A","","CWS","","GW","P","508","State","GW","Y","N","N","200","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","HAMPSTEAD","Pender","nc"
"NC0471111","BELVEDERE PLANTATION","Y","NC","4","","","A","","CWS","","GW","P","3195","State","GW","Y","N","N","1258","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","HAMPSTEAD","Pender","nc"
"NC4392174","MEADOW GLEN S/D","Y","NC","4","","","A","","CWS","","GW","P","84","State","GW","Y","N","N","33","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","KNIGHTDALE","Wake","nc"
"NC4051002","WINSTON PLANTATION","Y","NC","4","","","A","","CWS","","SW","P","229","State","SWP","Y","N","N","89","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","CLAYTON","Johnston","nc"
"NC4392182","AMBER RIDGE S/D","Y","NC","4","","","A","","CWS","","GW","P","742","State","GW","Y","N","N","292","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","KNIGHTDALE","Wake","nc"
"NC4392195","EAGLES CROSSING S/D","Y","NC","4","","","A","","CWS","","GW","P","196","State","GW","Y","N","N","77","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","KNIGHDALE","Wake","nc"
"NC4392228","RUTLEDGE LANDING S/D","Y","NC","4","","","A","","CWS","","GW","P","708","State","GW","Y","N","N","283","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","KNIGHTDALE","Wake","nc"
"NC4392153","LINDSEY POINT S/D","Y","NC","4","","","A","","CWS","","GW","P","76","State","GW","Y","N","N","30","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","ZEBULON","Wake","nc"
"NC4392148","WOOD TRACE S/D","Y","NC","4","","","A","","CWS","","GW","P","117","State","GW","Y","N","N","46","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","WENDELL","Wake","nc"
"NC4392233","MONTERREY S/D","Y","NC","4","","","A","","CWS","","GW","P","69","State","GW","Y","N","N","27","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","GARNER","Wake","nc"
"NC0351166","WILLOWBROOK DEVELOPMENT","Y","NC","4","","","A","","CWS","","SW","P","435","State","SWP","Y","N","N","171","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","CLAYTON","Johnston","nc"
"NC0392083","OAKES PLANTATION S/D","Y","NC","4","","","A","","CWS","","GW","P","60","State","GW","Y","N","N","24","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","KNIGHTDALE","Wake","nc"
"NC0392168","NEUSE WOODS MH S/D","Y","NC","4","","","A","","CWS","","GW","P","287","State","GW","Y","N","N","113","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","RALEIGH","Wake","nc"
"NC0392341","ASHLEY HILLS NORTH S/D","Y","NC","4","","","A","","CWS","","GW","P","602","State","GW","Y","N","N","237","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","KNIGHTDALE","Wake","nc"
"NC0392340","COUNTRY CROSSING S/D","Y","NC","4","","","A","","CWS","","GW","P","135","State","GW","Y","N","N","55","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","ROLESVILLE","Wake","nc"
"NC0392077","SANDY TRAIL S/D","Y","NC","4","","","A","","CWS","","GW","P","635","State","GW","Y","N","N","250","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","KNIGHTDALE","Wake","nc"
"NC0392333","TUCKAHOE S/D","Y","NC","4","","","A","","CWS","","GW","P","221","State","GW","Y","N","N","87","Y","ROLLINS, MARY","CHARLOTTE","28224","US","NC","","","","","WAKE FOREST","Wake","nc"
"NC0118280","BUNKER HILL ESTATES S/D","Y","NC","4","","","A","","CWS","","GW","P","178","State","GW","Y","N","N","70","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","CLAREMONT","Catawba","nc"
"NC0118279","PONDEROSA S/D","Y","NC","4","","","A","","CWS","","GW","P","127","State","GW","Y","N","N","51","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HICKORY","Catawba","nc"
"NC0118142","PRESTIGE HEIGHTS","Y","NC","4","","","A","","CWS","","GW","P","170","State","GW","Y","N","N","67","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","CONOVER","Catawba","nc"
"NC0118140","OXFORD PARK WATER SYSTEM","Y","NC","4","","","A","","CWS","","GW","P","163","State","GW","Y","N","N","64","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","CONOVER","Catawba","nc"
"NC0118139","STARMOUNT VILLAGE S/D","Y","NC","4","","","A","","CWS","","GW","P","53","State","GW","Y","N","N","21","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0118135","SEDGEFIELD S/D","Y","NC","4","","","A","","CWS","","GW","P","145","State","GW","Y","N","N","57","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","CONOVER","Catawba","nc"
"NC2049013","WOODLAND HILLS S/D","Y","NC","4","","","A","","CWS","","GW","P","66","State","GW","Y","N","N","26","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","MOORESVILLE","Iredell","nc"
"NC0118275","COUNTRY VALLEY MH S/D","Y","NC","4","","","A","","CWS","","GW","P","206","State","GW","Y","N","N","81","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0118274","PLEASANT LANES EXT S/D","Y","NC","4","","","A","","CWS","","GW","P","53","State","GW","Y","N","N","21","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0118273","GREENFIELD S/D","Y","NC","4","","","A","","CWS","","GW","P","193","State","GW","Y","N","N","76","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","STARTOWN","Catawba","nc"
"NC0118271","KNOLLS III S/D","Y","NC","4","","","A","","CWS","","GW","P","130","State","GW","Y","N","N","51","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0118269","FOREST RIDGE S/D","Y","NC","4","","","A","","CWS","","GW","P","292","State","GW","Y","N","N","115","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HICKORY","Catawba","nc"
"NC0118268","DUAN ACRES WATER SYSTEM","Y","NC","4","","","A","","CWS","","GW","P","305","State","GW","Y","N","N","120","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0118155","SPENCER RD PARK","Y","NC","4","","","A","","CWS","","GW","P","142","State","GW","Y","N","N","60","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","CONOVER","Catawba","nc"
"NC0118264","GREENWOOD S/D","Y","NC","4","","","A","","CWS","","GW","P","61","State","GW","Y","N","N","24","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","CONOVER","Catawba","nc"
"NC0118187","WESTSIDE HILLS S/D","Y","NC","4","","","A","","CWS","","GW","P","127","State","GW","Y","N","N","50","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0299110","COPPERFIELD/RESTON WOODS","Y","NC","4","","","A","","CWS","","GW","P","170","State","GW","Y","N","N","67","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","EAST BEND","Yadkin","nc"
"NC0286164","WINDGATE S/D","Y","NC","4","","","A","","CWS","","GW","P","157","State","GW","Y","N","N","62","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","MT AIRY","Surry","nc"
"NC0276101","ASHEBROOK WOODS","Y","NC","4","","","A","","CWS","","SW","P","96","State","SWP","Y","N","N","38","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","ARCHDALE","Randolph","nc"
"NC0241240","THE ESTATES OF OAK RIDGE LAKE","Y","NC","4","","","A","","CWS","","GW","P","300","State","GW","Y","N","N","118","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","OAK RIDGE","Guilford","nc"
"NC0113183","COUNTRY KNOLL S/D","Y","NC","4","","","A","","CWS","","GW","P","64","State","GW","Y","N","N","25","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","CONCORD","Cabarrus","nc"
"NC0102129","CEDAR WOOD ESTATES","Y","NC","4","","","A","","CWS","","SW","P","109","State","SWP","Y","N","N","43","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","TAYLORSVILLE","Alexander","nc"
"NC0102127","FIVE OAKS S/D","Y","NC","4","","","A","","CWS","","GW","P","99","State","GW","Y","N","N","39","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","BETHLEHEM","Alexander","nc"
"NC0112148","EAST SHORES S/D","Y","NC","4","","","A","","CWS","","SW","P","350","State","SWP","Y","N","N","127","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","MORGANTON","Burke","nc"
"NC0112144","CLIFTWOOD WEST WATER SYSTEM","Y","NC","4","","","A","","CWS","","GW","P","40","State","GW","Y","N","N","16","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HICKORY","Burke","nc"
"NC2036011","RIVER LAKES SD","Y","NC","4","","","A","","CWS","","GW","P","38","State","GW","Y","N","N","15","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","BELMONT","Gaston","nc"
"NC2036007","STANLEY ACRES S/D","Y","NC","4","","","A","","CWS","","GW","P","112","State","GW","Y","N","N","44","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","ALEXIS","Gaston","nc"
"NC0118320","THE SUMMIT AT LAKE NORMAN S/D","Y","NC","4","","","A","","CWS","","GW","P","51","State","GW","Y","N","N","17","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","SHERRILLS FORD","Catawba","nc"
"NC2018008","PEBBLE BAY","Y","NC","4","","","A","","CWS","","GW","P","490","State","GW","Y","N","N","193","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","DENVER","Catawba","nc"
"NC0118315","GLENCROFT S/D","Y","NC","4","","","A","","CWS","","GW","P","178","State","GW","Y","N","N","79","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0118248","WOODRIDGE S/D","Y","NC","4","","","A","","CWS","","GW","P","295","State","GW","Y","N","N","116","Y","ISON, LAURIE T","DENVER","28037","US","NC","N","","","","HICKORY","Catawba","nc"
"NC0118247","VALLEY ACRES S/D","Y","NC","4","","","A","","CWS","","GW","P","66","State","GW","Y","N","N","26","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0118246","SPRING HAVEN S/D WATER SYSTEM","Y","NC","4","","","A","","CWS","","GW","P","320","State","GW","Y","N","N","126","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","CONVER","Catawba","nc"
"NC0118245","SHERWOOD FOREST S/D","Y","NC","4","","","A","","CWS","","GW","P","160","State","GW","Y","N","N","63","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HICKORY","Catawba","nc"
"NC0118242","JAMESTOWNE S/D WATER SYSTEM","Y","NC","4","","","A","","CWS","","GW","P","163","State","GW","Y","N","N","64","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HICKORY","Catawba","nc"
"NC2049003","SUNSET BAY S/D","Y","NC","4","","","A","","CWS","","GW","P","61","State","GW","Y","N","N","24","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","MOORESVILLE","Iredell","nc"
"NC3041009","PROVIDENCE NORTH S/D","Y","NC","4","","","A","","CWS","","GW","P","71","State","GW","Y","N","N","28","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","STOKESDALE","Guilford","nc"
"NC3086013","DEARON VILLAGE S/D","Y","NC","4","","","A","","CWS","","GW","P","46","State","GW","Y","N","N","18","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","PINNACLE","Surry","nc"
"NC3041012","NEW CHARTWELL S/D","Y","NC","4","","","A","","CWS","","GW","P","125","State","GW","Y","N","N","49","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","GREENSBORO","Guilford","nc"
"NC3041011","SPRINGDALE S/D","Y","NC","4","","","A","","CWS","","GW","P","267","State","GW","Y","N","N","105","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","GREENSBORO","Guilford","nc"
"NC3041010","HUNTING RIDGE S/D","Y","NC","4","","","A","","CWS","","GW","P","58","State","GW","Y","N","N","23","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","OAK RIDGE","Guilford","nc"
"NC3041063","SANFORDS CREEK SUBDIVISION","Y","NC","4","","","A","","CWS","","GW","P","48","State","GW","Y","N","N","19","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","Not Reported","Guilford","nc"
"NC0118166","CEDAR VALLEY WATER SYSTEM","Y","NC","4","","","A","","CWS","","GW","P","134","State","GW","Y","N","N","53","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","CONOVER","Catawba","nc"
"NC2049006","SUNDOWN COVE","Y","NC","4","","","A","","CWS","","GW","P","246","State","GW","Y","N","N","97","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","MOORESVILLE","Iredell","nc"
"NC2055001","MILTON ACRES S/D","Y","NC","4","","","A","","CWS","","GW","P","61","State","GW","Y","N","N","24","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","LINCOLNTON","Lincoln","nc"
"NC0286146","HOLLOWS WATER SYSTEM (THE)","Y","NC","4","","","A","","CWS","","GW","P","378","State","GW","Y","N","N","149","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","MT AIRY","Surry","nc"
"NC0111169","TWIN CREEKS S/D","Y","NC","4","","","A","","CWS","","SW","P","77","State","SWP","Y","N","N","29","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","FAIRVIEW","Buncombe","nc"
"NC0118307","POINTE NORMAN S/D","Y","NC","4","","","A","","CWS","","GW","P","86","State","GW","Y","N","N","34","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","SHERRILLS FORD","Catawba","nc"
"NC0118305","JACOB`S VIEW S/D","Y","NC","4","","","A","","CWS","","GW","P","233","State","GW","Y","N","N","92","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HICKORY","Catawba","nc"
"NC0118164","SPRING VALLEY WATER SYSTEM","Y","NC","4","","","A","","CWS","","GW","P","51","State","GW","Y","N","N","20","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HICKORY","Catawba","nc"
"NC0118160","TRANQUIL VILLAGE S/D","Y","NC","4","","","A","","CWS","","GW","P","43","State","GW","Y","N","N","17","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HICKORY","Catawba","nc"
"NC3041033","HENSON FOREST S/D","Y","NC","4","","","A","","CWS","","GW","P","353","State","GW","Y","N","N","139","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","SUMMERFIELD","Guilford","nc"
"NC0118238","CHAPEL VIEW CIRCLE WATER SYS","Y","NC","4","","","A","","CWS","","GW","P","48","State","GW","Y","N","N","19","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0118105","CLEARVIEW ACRES S/D","Y","NC","4","","","A","","CWS","","GW","P","170","State","GW","Y","N","N","67","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HICKORY","Catawba","nc"
"NC0309020","CLARKTON, TOWN OF","Y","NC","4","","","A","","CWS","","GW","L","1500","State","GW","Y","N","N","600","Y","HALL, CHRIS","CLARKTON","28433","US","NC","","","","","CLARKTON","Bladen","nc"
"NC0118186","SHILOH S/D","Y","NC","4","","","A","","CWS","","GW","P","64","State","GW","Y","N","N","25","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","CONOVER","Catawba","nc"
"NC0118130","IDLEWOOD ACRES WATER SYSTEM","Y","NC","4","","","A","","CWS","","GW","P","66","State","GW","Y","N","N","26","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0118258","LAZY S MHP","Y","NC","4","","","A","","CWS","","GW","P","102","State","GW","Y","N","N","40","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0118256","WOODLAND OAKS S/D","Y","NC","4","","","A","","CWS","","GW","P","277","State","GW","Y","N","N","109","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0118255","SHANGRI-LA S/D","Y","NC","4","","","A","","CWS","","GW","P","170","State","GW","Y","N","N","67","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0118254","RIVERWOOD S/D","Y","NC","4","","","A","","CWS","","GW","P","102","State","GW","Y","N","N","40","Y","ISON, LAURIE T","DENVER","28037","US","NC","N","","","","SHERRILLS FORD","Catawba","nc"
"NC0118253","MAIDEN CHAPEL HEIGHTS S/D","Y","NC","4","","","A","","CWS","","GW","P","56","State","GW","Y","N","N","22","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","MAIDEN","Catawba","nc"
"NC0118251","GREENBRIAR S/D WATER SYSTEM","Y","NC","4","","","A","","CWS","","GW","P","158","State","GW","Y","N","N","62","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HICKORY","Catawba","nc"
"NC0118182","RIVERVIEW ACRES WATER SYSTEM","Y","NC","4","","","A","","CWS","","GW","P","119","State","GW","Y","N","N","47","Y","ISON, LAURIE T","DENVER","28037","US","NC","N","","","","HICKORY","Catawba","nc"
"NC0118179","SNOW CREEK HEIGHTS WATER SYST","Y","NC","4","","","A","","CWS","","GW","P","130","State","GW","Y","N","N","51","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HICKORY","Catawba","nc"
"NC0118126","HOLLY HILLS S/D","Y","NC","4","","","A","","CWS","","GW","P","38","State","GW","Y","N","N","15","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","SHERRILS FORD","Catawba","nc"
"NC0118122","HERMAN ACRES S/D","Y","NC","4","","","A","","CWS","","GW","P","113","State","GW","Y","N","N","45","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HICKORY","Catawba","nc"
"NC0118241","HOMESTEAD S/D WATER SYSTEM","Y","NC","4","","","A","","CWS","","GW","P","389","State","GW","Y","N","N","153","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HICKORY","Catawba","nc"
"NC0118173","LANDSDOWN/EASTOVER S/D","Y","NC","4","","","A","","CWS","","GW","P","203","State","GW","Y","N","N","80","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","CONOVER","Catawba","nc"
"NC0118171","HOMESTEAD PARK S/D","Y","NC","4","","","A","","CWS","","GW","P","137","State","GW","Y","N","N","54","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HICKORY","Catawba","nc"
"NC3041034","BALLARD FARMS S/D","Y","NC","4","","","A","","CWS","","GW","P","125","State","GW","Y","N","N","49","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","OAK RIDGE","Guilford","nc"
"NC0118168","PINEWOOD ACRES WATER SYSTEM","Y","NC","4","","","A","","CWS","","GW","P","48","State","GW","Y","N","N","19","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","SHERRILLS FORD","Catawba","nc"
"NC0149106","CHIPLEY PARK SD","Y","NC","4","","","A","","CWS","","GW","P","251","State","GW","Y","N","N","99","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","STATESVILLE","Iredell","nc"
"NC0136355","COPPERFIELD/CARMEL HILLS S/D","Y","NC","4","","","A","","CWS","","GW","P","201","State","GW","Y","N","N","79","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","GASTONIA","Gaston","nc"
"NC0136150","HOVIS RD W/S","Y","NC","4","","","A","","CWS","","GW","P","31","State","GW","Y","N","N","12","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","STANLEY","Gaston","nc"
"NC0118250","PIONEER VILLAGE S/D","Y","NC","4","","","A","","CWS","","GW","P","43","State","GW","Y","N","N","17","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","NEWTON","Catawba","nc"
"NC0118103","BROOKWOOD S/D","Y","NC","4","","","A","","CWS","","SW","P","46","State","SWP","Y","N","N","18","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","CONOVER","Catawba","nc"
"NC0118101","BELLE MEADE S/D","Y","NC","4","","","A","","CWS","","GW","P","66","State","GW","Y","N","N","26","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HICKORY","Catawba","nc"
"NC0136345","CASTLEWOOD S/D","Y","NC","4","","","A","","CWS","","GW","P","53","State","GW","Y","N","N","21","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","GASTONIA","Gaston","nc"
"NC2049015","CHESAPEAKE POINTE MASTER SYSTEM","Y","NC","4","","","A","","CWS","","GW","P","455","State","GW","Y","N","N","179","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","MOORESVILLE","Iredell","nc"
"NC0136339","AMY ACRES S/D","Y","NC","4","","","A","","CWS","","GW","P","358","State","GW","Y","N","N","190","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","GASTONIA","Gaston","nc"
"NC0136338","SOUTH FOREST S/D","Y","NC","4","","","A","","CWS","","GW","P","84","State","GW","Y","N","N","62","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","BELMONT","Gaston","nc"
"NC0113221","STALLINGS GLEN S/D","Y","NC","4","","","A","","CWS","","GW","P","544","State","GW","Y","N","N","214","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","HARRISBURG","Cabarrus","nc"
"NC0136204","YORKWOOD S/D","Y","NC","4","","","A","","CWS","","GW","P","196","State","GW","Y","N","N","77","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","GASTONIA","Gaston","nc"
"NC0118118","BAY POINTE S/D","Y","NC","4","","","A","","CWS","","GW","P","84","State","GW","Y","N","N","33","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","SHERILLS FORD","Catawba","nc"
"NC3041054","ARMFIELD S/D PHASE IA","Y","NC","4","","","A","","CWS","","GW","P","132","State","GW","Y","N","N","54","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","SUMMERFIELD","Guilford","nc"
"NC1006005","LINVILLE RIVER FARMS","Y","NC","4","","","A","","CWS","","GW","P","25","State","GW","Y","N","N","21","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","CROSSNORE","Avery","nc"
"NC0136128","EDGEWOOD S/D","Y","NC","4","","","A","","CWS","","GW","P","193","State","GW","Y","N","N","76","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","GASTONIA","Gaston","nc"
"NC0136193","SOUTHWOOD S/D","Y","NC","4","","","A","","CWS","","GW","P","48","State","GW","Y","N","N","19","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","GASTONIA","Gaston","nc"
"NC0136192","SOUTH POINT LANDING","Y","NC","4","","","A","","CWS","","SW","P","69","State","SWP","Y","N","N","27","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","BELMONT","Gaston","nc"
"NC0136191","KELTIC MEADOWS","Y","NC","4","","","A","","CWS","","GW","P","257","State","GW","Y","N","N","101","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","GASTONIA","Gaston","nc"
"NC3041043","LINVILLE OAKS S/D","Y","NC","4","","","A","","CWS","","GW","P","104","State","GW","Y","N","N","41","Y","ISON, LAURIE T","DENVER","28037","US","NC","","","","","OAK RIDGE","Guilford","nc"
